,title,url,clusters
18,UK scientists welcome government’s new technology plan but say more funding needed - The Guardian,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9zY2llbmNlLzIwMjMvbWFyLzA2L3VrLXNjaWVudGlzdHMtd2VsY29tZS1uZXctdGVjaG5vbG9neS1wbGFuLWJ1dC1tb3JlLWZ1bmRpbmctbmVlZGVk0gFxaHR0cHM6Ly9hbXAudGhlZ3VhcmRpYW4uY29tL3NjaWVuY2UvMjAyMy9tYXIvMDYvdWstc2NpZW50aXN0cy13ZWxjb21lLW5ldy10ZWNobm9sb2d5LXBsYW4tYnV0LW1vcmUtZnVuZGluZy1uZWVkZWQ?oc=5&hl=en-US&gl=US&ceid=US:en,Social
19,Vitiligo: Controversial skin cream may come to UK - BBC,https://news.google.com/rss/articles/CBMiKGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9oZWFsdGgtNjQ4MDk0MDbSASxodHRwczovL3d3dy5iYmMuY29tL25ld3MvaGVhbHRoLTY0ODA5NDA2LmFtcA?oc=5&hl=en-US&gl=US&ceid=US:en,Local
20,UK and Canada sign agreement to boost green tech supply chains - GOV.UK,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L25ld3MvdWstYW5kLWNhbmFkYS1zaWduLWFncmVlbWVudC10by1ib29zdC1ncmVlbi10ZWNoLXN1cHBseS1jaGFpbnPSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
21,Starbucks to add 100 new UK stores as Britons thirst for iced ... - Reuters,https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL3JldGFpbC1jb25zdW1lci9zdGFyYnVja3MtYWRkLTEwMC1uZXctdWstc3RvcmVzLWJyaXRvbnMtdGhpcnN0LWljZWQtZXNwcmVzc29zLTIwMjMtMDMtMDYv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
22,UK construction sector rebounds ‘as recession fears fade’; car sales jump 26% – as it happened - The Guardian,https://news.google.com/rss/articles/CBMijwFodHRwczovL3d3dy50aGVndWFyZGlhbi5jb20vYnVzaW5lc3MvbGl2ZS8yMDIzL21hci8wNi91ay1jYXItc2FsZXMtanVtcC1mZWJydWFyeS13YW5kaXNjby1jaXR5LWZpcm0tbmV3LXlvcmstbGlzdGluZy1jb25zdHJ1Y3Rpb24tYnVzaW5lc3MtbGl2ZdIBjwFodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vYnVzaW5lc3MvbGl2ZS8yMDIzL21hci8wNi91ay1jYXItc2FsZXMtanVtcC1mZWJydWFyeS13YW5kaXNjby1jaXR5LWZpcm0tbmV3LXlvcmstbGlzdGluZy1jb25zdHJ1Y3Rpb24tYnVzaW5lc3MtbGl2ZQ?oc=5&hl=en-US&gl=US&ceid=US:en,Social
23,Exclusive: Microsoft disputes U.K. regulator's key Call of Duty stat - Axios,https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3LmF4aW9zLmNvbS8yMDIzLzAzLzA2L21pY3Jvc29mdC1rZXktY2FsbC1vZi1kdXR5LXNvbnktdWstY21h0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
24,UK proposes measures to protect England's much loved seabirds - GOV.UK,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L25ld3MvdWstcHJvcG9zZXMtbWVhc3VyZXMtdG8tcHJvdGVjdC1lbmdsYW5kcy1tdWNoLWxvdmVkLXNlYWJpcmRz0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
25,EX-UK leader Boris Johnson nominates father for knighthood - report - Reuters UK,https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL3VrL2V4LXVrLWxlYWRlci1ib3Jpcy1qb2huc29uLW5vbWluYXRlcy1mYXRoZXIta25pZ2h0aG9vZC1yZXBvcnQtMjAyMy0wMy0wNi_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
26,"The UK economy has two regional problems, not one - Financial Times",https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50LzViMWM1Y2M0LTY5NjEtNGJiYy05MTMyLWFjNjQ3Mjc5NjM5NdIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
27,"UK risks wasting huge wind power opportunity, energy boss warns - Financial Times",https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50Lzg5Y2EyZTVhLTA3ZTEtNDBkOC04OTk0LTQ4NTI3Zjk5NmYwMtIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
28,Carlsberg Group plans expanded regenerative barley usage across ... - PR Newswire,https://news.google.com/rss/articles/CBMimwFodHRwczovL3d3dy5wcm5ld3N3aXJlLmNvbS9uZXdzLXJlbGVhc2VzL2NhcmxzYmVyZy1ncm91cC1wbGFucy1leHBhbmRlZC1yZWdlbmVyYXRpdmUtYmFybGV5LXVzYWdlLWFjcm9zcy1icmFuZHMtaW4tdGhlLXVrLWZpbmxhbmQtYW5kLWZyYW5jZS0zMDE3NjM2ODQuaHRtbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
29,Climate change: Warming to increase UK flood damage bill by 20% - BBC,https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL3NjaWVuY2UtZW52aXJvbm1lbnQtNjQ4NjYwNTjSATtodHRwczovL3d3dy5iYmMuY28udWsvbmV3cy9zY2llbmNlLWVudmlyb25tZW50LTY0ODY2MDU4LmFtcA?oc=5&hl=en-US&gl=US&ceid=US:en,Local
30,"Refugees like myself want to contribute to UK society, but we aren’t allowed to - The Guardian",https://news.google.com/rss/articles/CBMifWh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS91ay1uZXdzLzIwMjMvbWFyLzA2L3JlZnVnZWVzLWxpa2UtbXlzZWxmLXdhbnQtdG8tY29udHJpYnV0ZS10by11ay1zb2NpZXR5LWJ1dC13ZS1hcmVudC1hbGxvd2VkLXRv0gF9aHR0cHM6Ly9hbXAudGhlZ3VhcmRpYW4uY29tL3VrLW5ld3MvMjAyMy9tYXIvMDYvcmVmdWdlZXMtbGlrZS1teXNlbGYtd2FudC10by1jb250cmlidXRlLXRvLXVrLXNvY2lldHktYnV0LXdlLWFyZW50LWFsbG93ZWQtdG8?oc=5&hl=en-US&gl=US&ceid=US:en,Social
31,UK shoppers slash spending as price rises and energy bills bite - The Guardian,https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9idXNpbmVzcy8yMDIzL21hci8wNy91ay1zaG9wcGVycy1jdXQtc3BlbmRpbmctcHJpY2UtcmlzZXMtZW5lcmd5LWJpbGxzLWJyYy1idWRnZXTSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Social
32,UK MoD says significant interest in HMS Scott and Type 23 frigates - Naval Technology,https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3Lm5hdmFsLXRlY2hub2xvZ3kuY29tL2ZlYXR1cmVzL3VrLW1vZC1zYXlzLXNpZ25pZmljYW50LWludGVyZXN0LWluLWhtcy1zY290dC1hbmQtdHlwZS0yMy1mcmlnYXRlcy_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
33,"Qatar Fund for Development and the UK Foreign, Commonwealth ... - ReliefWeb",https://news.google.com/rss/articles/CBMirwFodHRwczovL3JlbGllZndlYi5pbnQvcmVwb3J0L2FmZ2hhbmlzdGFuL3FhdGFyLWZ1bmQtZGV2ZWxvcG1lbnQtYW5kLXVrLWZvcmVpZ24tY29tbW9ud2VhbHRoLWRldmVsb3BtZW50LW9mZmljZS1jb29wZXJhdGUtc3VwcG9ydC1pbnRlcm5hdGlvbmFsLWRldmVsb3BtZW50LWFuZC1odW1hbml0YXJpYW4tYWlk0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,International
34,Chinese companies choose Switzerland over US and UK to raise ... - Financial Times,https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50LzhiY2EwYTI0LTBlYmItNDIwZS1iYzY1LTQ0N2Y5MjRjM2UyM9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
35,Miley Cyrus’ ‘Flowers’ Extends U.K. Chart Reign - Billboard,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmJpbGxib2FyZC5jb20vbXVzaWMvY2hhcnQtYmVhdC9taWxleS1jeXJ1cy1mbG93ZXJzLXVrLWNoYXJ0LXdlZWstNy0xMjM1MjgwMjM0L9IBXmh0dHBzOi8vd3d3LmJpbGxib2FyZC5jb20vbXVzaWMvY2hhcnQtYmVhdC9taWxleS1jeXJ1cy1mbG93ZXJzLXVrLWNoYXJ0LXdlZWstNy0xMjM1MjgwMjM0L2FtcC8?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
36,"U.K. stocks at record 40% discount to Wall Street will force London exodus, says Citi - MarketWatch",https://news.google.com/rss/articles/CBMifWh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9zdG9yeS91LWstc3RvY2tzLWF0LXJlY29yZC00MC1kaXNjb3VudC10by13YWxsLXN0cmVldC13aWxsLWZvcmNlLWxvbmRvbi1leG9kdXMtc2F5cy1jaXRpLTRiNjc1MjU00gGBAWh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9hbXAvc3RvcnkvdS1rLXN0b2Nrcy1hdC1yZWNvcmQtNDAtZGlzY291bnQtdG8td2FsbC1zdHJlZXQtd2lsbC1mb3JjZS1sb25kb24tZXhvZHVzLXNheXMtY2l0aS00YjY3NTI1NA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
37,Huge carbon footprint of chemicals in UK household products revealed - The Guardian,https://news.google.com/rss/articles/CBMikAFodHRwczovL3d3dy50aGVndWFyZGlhbi5jb20vZW52aXJvbm1lbnQvMjAyMy9tYXIvMDYvaG91c2Vob2xkLXByb2R1Y3RzLWNoZW1pY2Fscy1jYXJib24tZm9vdHByaW50LWVtaXNzaW9ucy13YXNoaW5nLXVwLWxpcXVpZC1sYXVuZHJ5LXRhYmxldHMtdWvSAZABaHR0cHM6Ly9hbXAudGhlZ3VhcmRpYW4uY29tL2Vudmlyb25tZW50LzIwMjMvbWFyLzA2L2hvdXNlaG9sZC1wcm9kdWN0cy1jaGVtaWNhbHMtY2FyYm9uLWZvb3RwcmludC1lbWlzc2lvbnMtd2FzaGluZy11cC1saXF1aWQtbGF1bmRyeS10YWJsZXRzLXVr?oc=5&hl=en-US&gl=US&ceid=US:en,Social
38,Why are UK stocks leaving London and opting for US listings? - FOREX.com,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LmZvcmV4LmNvbS9lbi9tYXJrZXQtYW5hbHlzaXMvbGF0ZXN0LXJlc2VhcmNoL3doeS1hcmUtdWstc3RvY2tzLWxlYXZpbmctbG9uZG9uLWFuZC1vcHRpbmctZm9yLXVzLWxpc3RpbmdzL9IBeWh0dHBzOi8vd3d3LmZvcmV4LmNvbS9lbi9tYXJrZXQtYW5hbHlzaXMvbGF0ZXN0LXJlc2VhcmNoL3doeS1hcmUtdWstc3RvY2tzLWxlYXZpbmctbG9uZG9uLWFuZC1vcHRpbmctZm9yLXVzLWxpc3RpbmdzLz9hbXA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
39,Aldi grocery shopping comparison: differences between US and UK - Insider,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3Lmluc2lkZXIuY29tL2FsZGktdXMtdWstZ3JvY2VyeS1zaG9wcGluZy1jb21wYXJpc29uLTIwMjMtM9IBSWh0dHBzOi8vd3d3Lmluc2lkZXIuY29tL2FsZGktdXMtdWstZ3JvY2VyeS1zaG9wcGluZy1jb21wYXJpc29uLTIwMjMtMz9hbXA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
40,Matt Hancock: Leaked messages suggest plan to frighten public - BBC,https://news.google.com/rss/articles/CBMiJGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy91ay02NDg0ODEwNtIBKGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy91ay02NDg0ODEwNi5hbXA?oc=5&hl=en-US&gl=US&ceid=US:en,Local
41,Horizon Europe Guarantee scheme extension to support UK R&D - GOV.UK,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3Lmdvdi51ay9nb3Zlcm5tZW50L25ld3MvaG9yaXpvbi1ldXJvcGUtZ3VhcmFudGVlLXNjaGVtZS1leHRlbnNpb24tdG8tc3VwcG9ydC11ay1yZNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
42,UK Budget 2023: Rishi Sunak Rejects Calls to Stop Corporation Tax ... - Bloomberg,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTAzLTA2L2J1ZGdldC0yMDIzLXJpc2hpLXN1bmFrLXJlamVjdHMtY2FsbHMtdG8tc3RvcC1jb3Jwb3JhdGlvbi10YXgtcmlzZdIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,International
43,UK Weather: Snow and ice warnings extended to more parts of UK - BBC,https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL3VrLTY0ODQ4Njg40gEqaHR0cHM6Ly93d3cuYmJjLmNvLnVrL25ld3MvdWstNjQ4NDg2ODguYW1w?oc=5&hl=en-US&gl=US&ceid=US:en,Local
44,UK-French defence cooperation: A decade on from the Lancaster ... - Commons Library,https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vY29tbW9uc2xpYnJhcnkucGFybGlhbWVudC51ay9yZXNlYXJjaC1icmllZmluZ3MvY2JwLTk3NDMv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,International
45,UK's drug advisory panel rejects calls for nitrous oxide ban - The Guardian,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9zb2NpZXR5LzIwMjMvbWFyLzA2L3Vrcy1kcnVnLWFkdmlzb3J5LXBhbmVsLXJlamVjdC1jYWxscy10by1iYW4tbml0cm91cy1veGlkZdIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Social
46,RAF to fly joint missions with German Air Force as UK prepares to ... - GOV.UK,https://news.google.com/rss/articles/CBMihgFodHRwczovL3d3dy5nb3YudWsvZ292ZXJubWVudC9uZXdzL3JhZi10by1mbHktam9pbnQtbWlzc2lvbnMtd2l0aC1nZXJtYW4tYWlyLWZvcmNlLWFzLXVrLXByZXBhcmVzLXRvLWxlYWQtbmF0by1haXItcG9saWNpbmctaW4tZXN0b25pYdIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Government
47,UK prosecutions of tax evasion enablers drop by 80 per cent - Financial Times,https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50LzJiNTcxZjdjLTZiYTUtNDg5Zi05NDUwLWFjOTUyYmU5ZTI3ZNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,Environment
48,PS5 sales surge over 300% in the UK during February | UK Monthly ... - GamesIndustry.biz,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmdhbWVzaW5kdXN0cnkuYml6L3BzNS1zYWxlcy1zdXJnZS1vdmVyLTMwMC1pbi10aGUtdWstZHVyaW5nLWZlYnJ1YXJ5LXVrLW1vbnRobHktY2hhcnRz0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,International
49,49 Movies and TV Shows Scheduled to Leave Netflix UK in April 2023 - What's on Netflix,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LndoYXRzLW9uLW5ldGZsaXguY29tL2xlYXZpbmctc29vbi80OS1tb3ZpZXMtYW5kLXR2LXNob3dzLXNjaGVkdWxlZC10by1sZWF2ZS1uZXRmbGl4LXVrLWluLWFwcmlsLTIwMjMv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,International
50,UK firefighters vote to accept new pay offer - The Guardian,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS91ay1uZXdzLzIwMjMvbWFyLzA2L3VrLWZpcmVmaWdodGVycy12b3RlLXRvLWFjY2VwdC1uZXctcGF5LW9mZmVy0gFcaHR0cHM6Ly9hbXAudGhlZ3VhcmRpYW4uY29tL3VrLW5ld3MvMjAyMy9tYXIvMDYvdWstZmlyZWZpZ2h0ZXJzLXZvdGUtdG8tYWNjZXB0LW5ldy1wYXktb2ZmZXI?oc=5&hl=en-US&gl=US&ceid=US:en,Social
51,Young Albanian men ‘viciously exploited’ after arriving in UK - The Guardian,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS91ay1uZXdzLzIwMjMvbWFyLzA1L3lvdW5nLWFsYmFuaWFuLW1lbi12aWNpb3VzbHktZXhwbG9pdGVkLWFmdGVyLWFycml2aW5nLWluLXVr0gFraHR0cHM6Ly9hbXAudGhlZ3VhcmRpYW4uY29tL3VrLW5ld3MvMjAyMy9tYXIvMDUveW91bmctYWxiYW5pYW4tbWVuLXZpY2lvdXNseS1leHBsb2l0ZWQtYWZ0ZXItYXJyaXZpbmctaW4tdWs?oc=5&hl=en-US&gl=US&ceid=US:en,Social
